1.60E+11,2.02E-07,6.83E-07,1.02E-07,6.52E-07
1.60E+11,1.53E-07,2.92E-07,8.09E-07,9.82E-07
1.60E+11,2.08E-07,3.92E-07,4.47E-07,2.93E-07
1.60E+11,6.04E-07,3.15E-07,3.30E-07,5.88E-07
1.60E+11,7.65E-07,6.12E-07,4.25E-07,5.16E-07
1.60E+11,3.80E-07,1.98E-07,7.52E-07,3.70E-07
1.60E+11,5.08E-07,8.89E-07,7.72E-07,5.27E-07
1.60E+11,4.05E-07,4.71E-07,3.26E-07,2.02E-07
1.60E+11,1.38E-07,7.73E-07,6.25E-07,6.00E-08
1.60E+11,4.99E-07,2.49E-07,8.77E-08,5.66E-07
1.60E+11,2.52E-07,1.72E-07,3.96E-08,3.74E-07
1.60E+11,5.78E-07,3.93E-07,6.29E-07,3.27E-07
1.60E+11,2.65E-07,2.08E-07,2.12E-07,8.11E-07
1.61E+11,6.59E-07,1.12E-06,9.45E-07,2.95E-07
1.61E+11,9.97E-07,6.96E-08,3.96E-07,2.04E-07
1.61E+11,4.15E-07,5.25E-07,2.32E-07,6.88E-07
1.61E+11,5.42E-07,2.55E-07,6.30E-08,5.85E-07
1.61E+11,2.65E-07,9.90E-08,5.96E-07,4.82E-07
1.61E+11,7.65E-07,6.42E-07,8.13E-07,7.23E-07
1.61E+11,4.35E-07,2.34E-07,3.58E-07,4.32E-07
1.61E+11,5.77E-07,6.59E-07,6.63E-07,6.00E-07
1.61E+11,3.72E-07,7.03E-07,4.69E-07,4.89E-07
1.61E+11,5.30E-07,5.96E-07,2.80E-07,3.10E-07
1.61E+11,6.76E-08,1.04E-07,3.08E-07,1.87E-07
1.61E+11,7.02E-07,2.58E-07,3.20E-07,2.61E-07
1.61E+11,4.45E-07,5.43E-07,2.30E-07,7.10E-08
1.61E+11,2.71E-07,3.98E-07,3.63E-07,2.36E-07
1.61E+11,4.05E-07,7.68E-07,4.73E-07,2.08E-07
1.61E+11,2.71E-07,1.12E-06,4.13E-07,5.41E-07
1.61E+11,9.58E-07,4.16E-07,7.31E-07,6.26E-07
1.61E+11,3.24E-07,7.21E-07,3.38E-07,1.39E-07
1.61E+11,6.75E-07,4.59E-07,7.36E-07,4.61E-07
1.61E+11,2.84E-07,4.81E-07,5.02E-07,6.54E-07
1.61E+11,3.70E-07,1.80E-07,2.03E-07,3.40E-07
1.61E+11,5.55E-07,3.36E-07,4.97E-07,4.42E-07
1.61E+11,7.44E-07,3.36E-07,3.66E-07,1.06E-06
1.61E+11,5.54E-07,3.97E-07,3.24E-07,1.41E-06
1.61E+11,1.56E-07,6.16E-07,4.55E-07,6.21E-07
1.62E+11,3.68E-07,7.08E-07,1.45E-07,4.46E-07
1.62E+11,1.05E-06,5.43E-07,3.72E-07,1.56E-07
1.62E+11,4.05E-07,4.78E-07,2.05E-07,3.40E-07
1.62E+11,1.44E-07,9.25E-07,4.23E-07,9.12E-07
1.62E+11,8.60E-07,2.92E-07,4.60E-07,2.00E-07
1.62E+11,2.53E-07,7.04E-07,6.84E-07,5.97E-07
1.62E+11,3.22E-07,4.36E-07,3.15E-07,5.78E-07
1.62E+11,4.77E-07,5.67E-07,8.31E-07,5.54E-07
1.62E+11,7.07E-07,5.07E-07,3.83E-07,8.18E-07
1.62E+11,1.19E-07,3.03E-07,3.14E-07,2.45E-07
1.62E+11,3.78E-07,7.28E-07,4.90E-07,1.96E-07
1.62E+11,4.16E-07,8.03E-07,2.99E-07,8.98E-07
1.62E+11,6.10E-07,2.66E-07,3.45E-07,5.48E-07
1.62E+11,2.83E-07,3.29E-07,1.92E-07,4.43E-07
1.62E+11,1.78E-07,1.11E-06,8.90E-08,5.58E-07
1.62E+11,4.87E-07,2.60E-07,6.84E-07,1.03E-06
1.62E+11,3.48E-07,4.79E-07,1.77E-07,5.48E-07
1.62E+11,3.71E-07,8.54E-07,8.61E-08,2.38E-07
1.62E+11,4.44E-07,1.37E-06,5.50E-07,3.06E-07
1.62E+11,8.53E-08,8.97E-07,3.83E-07,4.84E-07
1.62E+11,4.26E-07,4.94E-07,1.29E-07,3.33E-07
1.62E+11,1.09E-07,5.73E-08,3.40E-07,4.97E-07
1.62E+11,1.19E-07,7.35E-07,1.76E-07,9.62E-07
1.62E+11,5.07E-07,1.40E-06,3.72E-07,1.03E-06
1.62E+11,2.92E-07,7.36E-07,3.01E-07,2.72E-07
1.63E+11,8.05E-07,6.66E-07,6.94E-07,1.37E-06
1.63E+11,3.33E-07,4.27E-07,2.51E-07,1.07E-06
1.63E+11,5.46E-07,3.56E-07,3.64E-07,6.96E-07
1.63E+11,9.50E-07,5.74E-07,1.85E-07,1.24E-06
1.63E+11,1.39E-07,3.71E-07,1.96E-07,1.36E-06
1.63E+11,5.34E-07,4.74E-07,5.58E-07,1.00E-06
1.63E+11,2.20E-07,3.45E-07,1.33E-07,9.12E-07
1.63E+11,9.40E-07,2.23E-07,4.44E-07,1.65E-06
1.63E+11,4.62E-07,2.81E-07,4.20E-07,2.54E-06
1.63E+11,4.37E-07,3.15E-07,4.42E-07,2.49E-06
1.63E+11,7.13E-07,4.34E-07,3.44E-07,1.88E-06
1.63E+11,5.75E-07,4.43E-07,5.61E-07,1.88E-06
1.63E+11,5.20E-07,1.91E-07,5.95E-07,2.86E-06
1.63E+11,8.39E-07,4.13E-07,9.81E-07,2.63E-06
1.63E+11,3.01E-07,3.95E-07,5.42E-07,2.29E-06
1.63E+11,4.51E-07,3.03E-07,8.82E-08,2.51E-06
1.63E+11,4.61E-07,6.06E-07,4.78E-07,3.41E-06
1.63E+11,2.12E-07,6.69E-07,1.04E-06,3.21E-06
1.63E+11,1.69E-07,4.89E-07,4.45E-07,3.34E-06
1.63E+11,5.07E-07,5.50E-07,7.88E-07,3.84E-06
1.63E+11,5.11E-07,7.35E-07,1.29E-06,2.95E-06
1.63E+11,8.97E-07,3.82E-07,1.26E-06,4.38E-06
1.63E+11,5.37E-07,4.37E-07,1.32E-06,5.59E-06
1.63E+11,4.35E-07,4.50E-07,3.33E-07,7.67E-06
1.63E+11,4.32E-07,3.03E-07,8.54E-07,8.86E-06
1.64E+11,6.82E-07,1.51E-08,1.05E-06,7.85E-06
1.64E+11,1.66E-07,1.64E-07,1.49E-06,8.71E-06
1.64E+11,4.06E-07,5.75E-07,1.79E-06,1.17E-05
1.64E+11,1.22E-07,7.79E-07,1.36E-06,1.11E-05
1.64E+11,3.08E-07,6.39E-07,1.33E-06,1.04E-05
1.64E+11,7.92E-07,6.03E-07,2.31E-06,1.35E-05
1.64E+11,5.31E-07,1.26E-06,2.26E-06,1.55E-05
1.64E+11,6.32E-07,1.51E-06,4.15E-06,1.73E-05
1.64E+11,2.45E-07,9.49E-07,4.02E-06,1.83E-05
1.64E+11,3.09E-07,1.42E-06,6.06E-06,1.93E-05
1.64E+11,3.05E-07,8.35E-07,6.48E-06,2.32E-05
1.64E+11,3.65E-07,6.02E-07,5.00E-06,2.73E-05
1.64E+11,3.97E-07,2.05E-06,4.26E-06,3.14E-05
1.64E+11,2.95E-07,1.68E-06,5.92E-06,2.67E-05
1.64E+11,1.17E-07,1.57E-06,7.43E-06,2.27E-05
1.64E+11,4.64E-07,1.96E-06,5.81E-06,2.68E-05
1.64E+11,6.50E-07,2.17E-06,7.92E-06,3.61E-05
1.64E+11,8.43E-07,3.50E-06,8.25E-06,4.21E-05
1.64E+11,2.07E-07,3.34E-06,8.63E-06,4.00E-05
1.64E+11,3.43E-07,3.42E-06,8.75E-06,3.92E-05
1.64E+11,5.44E-07,2.80E-06,1.02E-05,3.43E-05
1.64E+11,8.64E-07,2.21E-06,6.74E-06,3.03E-05
1.64E+11,1.33E-07,1.44E-06,7.01E-06,3.85E-05
1.64E+11,3.73E-07,1.79E-06,7.31E-06,3.95E-05
1.64E+11,1.25E-07,6.83E-07,6.15E-06,3.96E-05
1.65E+11,8.42E-07,2.04E-06,8.74E-06,5.09E-05
1.65E+11,2.11E-07,2.90E-06,1.28E-05,5.78E-05
1.65E+11,4.44E-07,4.14E-06,1.78E-05,5.73E-05
1.65E+11,6.43E-07,3.36E-06,1.88E-05,6.06E-05
1.65E+11,4.69E-07,4.56E-06,1.85E-05,7.84E-05
1.65E+11,1.87E-07,3.45E-06,1.42E-05,8.64E-05
1.65E+11,1.12E-07,3.15E-06,1.87E-05,9.20E-05
1.65E+11,8.54E-08,3.71E-06,2.35E-05,8.19E-05
1.65E+11,2.97E-08,4.93E-06,2.00E-05,7.54E-05
1.65E+11,9.11E-07,5.30E-06,2.12E-05,7.96E-05
1.65E+11,3.48E-07,6.83E-06,2.21E-05,8.07E-05
1.65E+11,2.02E-07,7.16E-06,2.36E-05,8.13E-05
1.65E+11,5.47E-07,8.86E-06,3.19E-05,6.96E-05
1.65E+11,9.63E-07,8.43E-06,3.53E-05,8.42E-05
1.65E+11,2.58E-06,9.63E-06,3.61E-05,1.06E-04
1.65E+11,3.24E-06,7.75E-06,3.22E-05,1.13E-04
1.65E+11,3.40E-06,8.18E-06,3.32E-05,1.23E-04
1.65E+11,2.28E-06,5.94E-06,3.31E-05,1.17E-04
1.65E+11,2.03E-06,4.28E-06,2.72E-05,1.24E-04
1.65E+11,7.09E-07,4.67E-06,2.62E-05,1.30E-04
1.65E+11,6.88E-07,5.92E-06,2.75E-05,1.43E-04
1.65E+11,5.90E-07,4.12E-06,3.02E-05,1.36E-04
1.65E+11,1.03E-06,4.49E-06,2.75E-05,1.23E-04
1.65E+11,7.74E-07,4.54E-06,3.18E-05,1.15E-04
1.65E+11,6.10E-07,5.62E-06,3.55E-05,1.23E-04
1.66E+11,1.93E-07,7.16E-06,4.23E-05,1.66E-04
1.66E+11,5.87E-07,8.32E-06,4.67E-05,1.63E-04
1.66E+11,1.35E-07,7.04E-06,4.55E-05,1.57E-04
1.66E+11,4.98E-07,6.19E-06,3.71E-05,1.38E-04
1.66E+11,4.03E-07,7.44E-06,3.41E-05,1.48E-04
1.66E+11,6.06E-07,9.59E-06,3.91E-05,1.89E-04
1.66E+11,3.34E-07,9.61E-06,3.83E-05,1.81E-04
1.66E+11,7.98E-07,9.39E-06,4.39E-05,1.61E-04
1.66E+11,1.01E-06,1.15E-05,5.14E-05,1.56E-04
1.66E+11,7.19E-07,1.05E-05,5.41E-05,1.53E-04
1.66E+11,9.72E-07,1.07E-05,4.92E-05,1.84E-04
1.66E+11,1.13E-06,1.06E-05,5.31E-05,1.69E-04
1.66E+11,2.60E-06,1.02E-05,4.74E-05,1.64E-04
1.66E+11,2.62E-06,8.68E-06,3.93E-05,1.43E-04
1.66E+11,3.48E-06,5.34E-06,3.79E-05,1.38E-04
1.66E+11,2.30E-06,6.06E-06,4.21E-05,1.60E-04
1.66E+11,1.96E-06,5.36E-06,4.37E-05,1.68E-04
1.66E+11,7.45E-07,4.42E-06,3.52E-05,1.68E-04
1.66E+11,1.45E-06,4.84E-06,3.70E-05,1.63E-04
1.66E+11,4.72E-07,4.66E-06,3.67E-05,1.67E-04
1.66E+11,1.09E-06,5.22E-06,4.00E-05,1.71E-04
1.66E+11,7.21E-07,7.19E-06,5.14E-05,1.55E-04
1.66E+11,3.36E-07,8.72E-06,5.43E-05,1.58E-04
1.66E+11,5.35E-07,7.07E-06,4.36E-05,1.66E-04
1.66E+11,4.61E-07,9.10E-06,4.51E-05,1.72E-04
1.67E+11,6.55E-07,9.89E-06,5.09E-05,1.68E-04
1.67E+11,1.94E-07,8.02E-06,4.01E-05,1.59E-04
1.67E+11,9.97E-07,7.63E-06,3.08E-05,1.25E-04
1.67E+11,4.52E-07,8.42E-06,3.59E-05,1.33E-04
1.67E+11,3.60E-07,7.73E-06,3.45E-05,1.39E-04
1.67E+11,2.38E-07,6.75E-06,3.75E-05,1.43E-04
1.67E+11,4.92E-07,9.80E-06,4.10E-05,1.52E-04
1.67E+11,4.33E-07,9.05E-06,3.85E-05,1.28E-04
1.67E+11,4.43E-07,8.21E-06,4.18E-05,1.33E-04
