104.5,-35.31797,-35.35843,-35.31824
104.508,-35.31989,-35.3659,-35.31932
104.516,-35.3245,-35.37248,-35.32599
104.524,-35.33117,-35.37034,-35.33115
104.532,-35.33444,-35.37399,-35.335
104.54,-35.33873,-35.38036,-35.33675
104.548,-35.33979,-35.38836,-35.33946
104.5561,-35.34707,-35.39326,-35.34564
104.5641,-35.3455,-35.39055,-35.3475
104.5721,-35.35098,-35.39416,-35.3521
104.5801,-35.35434,-35.39307,-35.35804
104.5881,-35.36164,-35.39826,-35.35387
104.5961,-35.36208,-35.39862,-35.36401
104.6041,-35.3679,-35.40062,-35.36829
104.6121,-35.36766,-35.40751,-35.37191
104.6201,-35.37445,-35.41341,-35.3781
104.6281,-35.38142,-35.41771,-35.37943
104.6361,-35.3854,-35.42411,-35.37866
104.6441,-35.39161,-35.43429,-35.38872
104.6522,-35.39361,-35.43128,-35.39365
104.6602,-35.39128,-35.43634,-35.39707
104.6682,-35.40033,-35.44548,-35.40072
104.6762,-35.40357,-35.44895,-35.40595
104.6842,-35.40845,-35.45563,-35.40756
104.6922,-35.41255,-35.46519,-35.4126
104.7002,-35.41633,-35.46337,-35.41899
104.7082,-35.42063,-35.47354,-35.41897
104.7162,-35.41945,-35.47542,-35.42743
104.7242,-35.42856,-35.47844,-35.42779
104.7322,-35.43227,-35.46875,-35.43035
104.7402,-35.43618,-35.47576,-35.43772
104.7482,-35.43754,-35.48588,-35.44455
104.7563,-35.44284,-35.49499,-35.44192
104.7643,-35.43985,-35.49627,-35.44959
104.7723,-35.45128,-35.49343,-35.45375
104.7803,-35.45711,-35.49427,-35.4552
104.7883,-35.46746,-35.49873,-35.45957
104.7963,-35.46538,-35.50888,-35.46242
104.8043,-35.47436,-35.51223,-35.46748
104.8123,-35.46662,-35.5189,-35.47465
104.8203,-35.47584,-35.51679,-35.47893
104.8283,-35.48007,-35.52293,-35.48264
104.8363,-35.48019,-35.52429,-35.48894
104.8443,-35.4891,-35.53494,-35.48904
104.8524,-35.49552,-35.53793,-35.49534
104.8604,-35.5028,-35.54666,-35.49847
104.8684,-35.49748,-35.55293,-35.50115
104.8764,-35.50537,-35.5573,-35.50625
104.8844,-35.50948,-35.5682,-35.50851
104.8924,-35.51315,-35.56582,-35.51386
104.9004,-35.51514,-35.57218,-35.52022
104.9084,-35.52259,-35.57985,-35.52753
104.9164,-35.53009,-35.58436,-35.53171
104.9244,-35.53001,-35.58389,-35.53251
104.9324,-35.534,-35.59406,-35.53787
104.9404,-35.54354,-35.59561,-35.53391
104.9484,-35.54142,-35.59231,-35.54515
104.9565,-35.54952,-35.61482,-35.55022
104.9645,-35.5542,-35.61316,-35.55055
104.9725,-35.55954,-35.60741,-35.5552
104.9805,-35.56045,-35.61446,-35.56484
104.9885,-35.56228,-35.61932,-35.56721
104.9965,-35.56774,-35.61888,-35.57129
105.0045,-35.57366,-35.61759,-35.57372
105.0125,-35.58078,-35.62705,-35.58045
105.0205,-35.58561,-35.63725,-35.58295
105.0285,-35.59206,-35.64355,-35.58619
105.0365,-35.59645,-35.64761,-35.59555
105.0445,-35.60012,-35.64689,-35.60224
105.0526,-35.60219,-35.65334,-35.60469
105.0606,-35.6068,-35.64908,-35.60393
105.0686,-35.60884,-35.65761,-35.60997
105.0766,-35.61865,-35.66434,-35.61833
105.0846,-35.62022,-35.67313,-35.61902
105.0926,-35.62375,-35.67762,-35.62145
105.1006,-35.63063,-35.67945,-35.62748
105.1086,-35.63115,-35.68514,-35.6294
105.1166,-35.63939,-35.6961,-35.63784
105.1246,-35.63734,-35.69685,-35.64221
105.1326,-35.64324,-35.69676,-35.64754
105.1406,-35.65105,-35.70819,-35.64963
105.1486,-35.6551,-35.70504,-35.65183
105.1567,-35.66477,-35.71833,-35.66179
105.1647,-35.66232,-35.72212,-35.66503
105.1727,-35.66855,-35.7266,-35.66801
105.1807,-35.6737,-35.73932,-35.67401
