1.06E+08,-0.37207
1.06E+08,0.43842
1.06E+08,-0.10939
1.06E+08,0.08791
1.06E+08,0.11941
1.06E+08,-0.12166
1.06E+08,-0.42217
1.06E+08,0.10383
1.06E+08,-0.09399
1.06E+08,-0.94488
1.06E+08,-0.15181
1.06E+08,-0.21071
1.06E+08,-0.12003
1.06E+08,0.2119
1.06E+08,0.23347
1.06E+08,-0.03858
1.06E+08,0.02756
1.06E+08,0.1478
1.06E+08,-0.04058
1.06E+08,0.07767
1.07E+08,-0.3172
1.07E+08,-0.35577
1.07E+08,-0.10461
1.07E+08,-0.08983
1.07E+08,0.19515
1.07E+08,0.26755
1.07E+08,0.34977
1.07E+08,0.04641
1.07E+08,0.40585
1.07E+08,-0.39327
1.07E+08,0.2079
1.07E+08,-0.31445
1.07E+08,0.66446
1.07E+08,1.07147
1.07E+08,1.23207
1.07E+08,0.50183
1.07E+08,0.8495
1.07E+08,0.11684
1.07E+08,-0.30852
1.07E+08,1.4182
1.07E+08,0.70868
1.07E+08,0.8567
1.07E+08,0.97573
1.07E+08,0.36011
1.07E+08,2.12212
1.07E+08,2.65551
1.07E+08,1.62039
1.07E+08,1.22974
1.07E+08,1.46278
1.07E+08,1.43488
1.07E+08,0.82954
1.07E+08,1.42403
1.07E+08,1.48615
1.07E+08,1.80699
1.07E+08,2.33462
1.07E+08,2.64821
1.07E+08,1.85664
1.07E+08,2.84951
1.07E+08,2.48284
1.07E+08,1.74505
1.08E+08,3.33027
1.08E+08,3.15646
1.08E+08,3.58115
1.08E+08,2.91278
1.08E+08,4.14027
1.08E+08,3.71866
1.08E+08,3.27718
1.08E+08,3.18679
1.08E+08,4.76814
1.08E+08,3.11639
1.08E+08,3.07079
1.08E+08,4.14076
1.08E+08,3.44275
1.08E+08,4.79067
1.08E+08,4.39723
1.08E+08,5.53048
1.08E+08,5.3808
1.08E+08,4.26377
1.08E+08,3.46851
1.08E+08,5.54779
1.08E+08,3.95258
1.08E+08,2.6736
1.08E+08,2.0758
1.08E+08,3.53991
1.08E+08,2.49437
1.08E+08,-0.69683
1.08E+08,0.04643
1.08E+08,-1.20806
1.08E+08,-3.46288
1.08E+08,-3.56562
1.08E+08,-1.57865
1.08E+08,-4.39253
1.08E+08,-5.67579
1.08E+08,-1.61547
1.08E+08,-9.25411
1.08E+08,-9.67064
1.08E+08,-10.32399
1.08E+08,-12.4004
1.08E+08,-12.93005
1.08E+08,-11.98092
1.09E+08,-13.01215
1.09E+08,-11.14544
1.09E+08,-12.5897
1.09E+08,-11.35374
1.09E+08,-13.54067
1.09E+08,-14.80312
1.09E+08,-11.49354
1.09E+08,-9.41205
1.09E+08,-8.95665
1.09E+08,-12.84925
1.09E+08,-8.28047
1.09E+08,-8.24797
1.09E+08,-9.81837
1.09E+08,-6.97063
1.09E+08,-7.83297
1.09E+08,-6.43293
1.09E+08,-5.70397
1.09E+08,-6.10857
1.09E+08,-6.11297
1.09E+08,-6.01277
1.09E+08,-3.7671
1.09E+08,-3.95701
1.09E+08,-3.54139
1.09E+08,-0.73153
1.09E+08,-1.92171
1.09E+08,-3.64205
1.09E+08,-1.91112
1.09E+08,-1.60116
1.09E+08,-1.84692
1.09E+08,-0.40801
1.09E+08,-1.12544
1.09E+08,-0.59315
1.09E+08,-0.84435
1.09E+08,-1.07444
1.09E+08,-2.12013
1.09E+08,-1.27965
1.09E+08,-1.23525
1.09E+08,-0.92091
1.09E+08,-0.23466
1.09E+08,0.50332
1.10E+08,-0.09863
1.10E+08,-0.61864
1.10E+08,-0.32085
1.10E+08,-0.21046
1.10E+08,-0.10097
1.10E+08,0.07408
1.10E+08,-0.04981
1.10E+08,-0.3393
1.10E+08,0.26011
1.10E+08,-0.1807
1.10E+08,-0.04178
1.10E+08,0.15017
1.10E+08,-0.06949
1.10E+08,1.12514
1.10E+08,0.39361
1.10E+08,0.57768
1.10E+08,0.46625
1.10E+08,-0.19631
1.10E+08,-0.22055
1.10E+08,0.24134
1.10E+08,0.37235
1.10E+08,0.17832
1.10E+08,0.147
1.10E+08,0.81707
1.10E+08,0.07621
1.10E+08,0.35861
1.10E+08,0.89432
1.10E+08,0.49776
1.10E+08,-0.18489
1.10E+08,0.25578
1.10E+08,-0.40819
1.10E+08,0.03925
1.10E+08,0.19268
1.10E+08,0.08818
1.10E+08,-0.93548
1.10E+08,-0.09184
1.10E+08,0.08473
1.10E+08,0.78406
1.10E+08,0.25518
1.10E+08,0.45638
1.11E+08,-0.55874
1.11E+08,0.60138
1.11E+08,0.67717
1.11E+08,0.9857
1.11E+08,0.13844
1.11E+08,0.8716
1.11E+08,0.07002
1.11E+08,-0.10477
1.11E+08,-0.35274
1.11E+08,0.08635
1.11E+08,0.18571
1.11E+08,0.18666
1.11E+08,0.53054
1.11E+08,0.27188
1.11E+08,-0.74941
1.11E+08,0.21891
1.11E+08,0.51014
1.11E+08,-0.01818
1.11E+08,0.04527
1.11E+08,0.04296
1.11E+08,0.49157
