0.11399,0.01299,7.90E-05,-1.77E-04,2.24177,,0.114,1.04E-05,1.04E-05,-8.44E-05,8.11538
0.11499,0.01322,7.69E-05,-1.76E-04,2.29389,,0.11499,1.13E-05,1.13E-05,-8.42E-05,7.45133
0.11599,0.01345,7.16E-05,-1.74E-04,2.43156,,0.11598,1.01E-05,1.01E-05,-8.10E-05,8.0198
0.11699,0.01369,6.77E-05,-1.73E-04,2.54801,,0.11698,1.13E-05,1.13E-05,-8.39E-05,7.42478
0.11799,0.01392,6.50E-05,-1.71E-04,2.62769,,0.11799,9.60E-06,9.60E-06,-8.13E-05,8.46875
0.11899,0.01416,6.83E-05,-1.72E-04,2.51245,,0.11899,9.50E-06,9.50E-06,-8.03E-05,8.45263
0.11998,0.0144,6.02E-05,-1.68E-04,2.78405,,0.11999,8.80E-06,8.80E-06,-8.12E-05,9.22727
0.12098,0.01464,6.21E-05,-1.67E-04,2.69565,,0.121,6.90E-06,6.90E-06,-7.75E-05,11.23188
0.12199,0.01488,5.68E-05,-1.65E-04,2.90845,,0.12198,8.20E-06,8.20E-06,-7.89E-05,9.62195
0.12298,0.01512,5.70E-05,-1.65E-04,2.88596,,0.12299,6.20E-06,6.20E-06,-7.68E-05,12.3871
0.12398,0.01537,5.45E-05,-1.62E-04,2.97798,,0.12399,7.20E-06,7.20E-06,-7.90E-05,10.97222
0.12499,0.01562,5.92E-05,-1.64E-04,2.76689,,0.12499,6.70E-06,6.70E-06,-7.57E-05,11.29851
0.12599,0.01587,5.36E-05,-1.61E-04,3.00373,,0.12599,4.60E-06,4.60E-06,-7.29E-05,15.84783
0.12698,0.01612,5.12E-05,-1.59E-04,3.11133,,0.12699,4.60E-06,4.60E-06,-7.46E-05,16.21739
0.12798,0.01638,4.95E-05,-1.58E-04,3.18384,,0.128,4.20E-06,4.20E-06,-7.28E-05,17.33333
0.12898,0.01664,4.97E-05,-1.57E-04,3.16499,,0.129,3.20E-06,3.20E-06,-7.20E-05,22.5
0.12999,0.0169,4.80E-05,-1.57E-04,3.2625,,0.13,3.40E-06,3.40E-06,-7.13E-05,20.97059
0.13099,0.01716,4.64E-05,-1.56E-04,3.35345,,0.13098,2.90E-06,2.90E-06,-7.17E-05,24.72414
0.13199,0.01742,4.60E-05,-1.55E-04,3.36957,,0.13199,2.60E-06,2.60E-06,-6.98E-05,26.84615
